f0,f1,f2,f3,f4
56.00433597326601,36.368879381099326,0.11244255260811022,7.000788622210617,6.217512181700162
45.99387875188133,39.65317172560655,4.480826379451486,9.005011496685537,7.730329050266566
32.004025500358985,29.564114676583856,4.21154507534912,5.989293033244098,7.330272023657573
25.007278620221914,21.767064862901695,5.73664276474915,0.9935312266908787,6.979865789232285
37.99314217928045,23.990083630986163,7.132786166354019,6.997445574718549,3.4142395030447927
56.01381814475704,18.403109482004737,0.6510332655968127,2.99294550046757,7.429618274630548
35.987698313925414,38.114024578557576,5.848284661723077,4.980838014256166,8.382440311998177
39.99162363226743,20.603109442679344,1.5009581565974763,4.001458578502799,9.958571582519028
27.994017864280202,30.68826437348458,6.861138302024243,5.004908401631067,3.077549868160168
28.018985346744916,24.028924939899245,6.569937302752806,5.013729728882,8.111214173174737
40.990901156806125,30.196210457834567,4.315547340288223,6.001449510454239,7.002525211551864
52.99341830766434,32.34007697498981,5.688428431071014,6.002606374277894,6.038365232566697
57.00845124088743,36.226001335641214,2.5118550777287516,8.009136343480398,3.892991221999596
40.973300147788706,22.550206934661986,3.763780570058899,8.003648532830764,5.863596040444134
19.992060710801233,18.23633432618811,6.578048664099578,8.996808662408343,5.480640280902947
38.99792515844009,21.008633013695388,3.6776533881805173,7.98202640854083,5.119809222851195
18.989089710010113,37.811167953607196,2.8510869930767027,1.9897184054062749,8.116157363255454
40.99151416410956,37.21764145048392,3.963515289496228,0.9879185068692298,7.905078648989846
46.99929247709236,31.14431576229546,6.621385224970634,2.0001049399689386,7.123140636866381
54.98526951853588,31.204458004638077,2.7091669748490532,2.004890308859658,9.570653693053606
18.984466210004538,32.63862231706525,1.3730234566123456,3.0113841026449792,5.448980689265982
38.00334533447083,21.862093333588714,5.6884812501315745,6.9903643583458335,4.706613563971256
49.9865116598996,38.09708068004581,6.589110681139256,1.9751342018456313,7.591323191688797
29.001892171974355,27.212610164800278,0.7993972565870983,1.0040449104337092,4.39169842656182
39.006804162072704,26.438102835893012,1.9121254185312446,5.998966100197484,5.205073550283972
42.00447453942655,29.409095214772677,1.1417275112986922,8.992350885330016,4.572217080524194
44.009071622431485,19.040901486821024,2.7748505769308407,2.9923618830240226,3.4840749740295087
58.98834144616351,21.65145494274804,3.59029702004368,6.002791860319529,8.792491191449713
45.0063221055249,34.24974109037665,5.995028074837847,3.0046946538908115,4.781783800451628
32.99163140741467,19.82738024806032,5.208095527729879,1.009623936427588,6.311192523401145
31.995897788532183,31.257375282563153,4.9890117451540235,4.999172064672049,3.303206912780184
19.998548727540538,23.380153674060555,2.828027256475884,4.006516431149327,7.895376263768502
53.99047582219386,26.576638308855443,6.721301909330349,7.0159604386586585,5.313927016144036
23.976360436640682,24.34967328608052,3.7850113681792936,5.999886983235506,8.213157094804469
38.00631467868558,25.827288646101717,7.835650994173503,6.989925841339321,5.886821423275062
26.00162121403294,33.82900227203071,5.074876203086995,5.002309315103366,4.370289244839372
55.992640651835984,24.53431977200774,1.0211860860318842,3.9863002234635045,6.592225575974251
35.006819629047065,30.472937174359064,5.411657380284115,6.9902200345689485,3.913531917462079
21.00460828484197,28.473608562741664,2.602175075710443,7.0050590958736745,6.083774119110963
42.00628544538534,32.59550783796032,5.489726849525312,6.006125980079601,5.221138341943406
30.99618439010496,38.584608946654335,0.546372106701691,7.990112771045046,9.383717089397432
25.999793107502043,34.11250227767037,1.3975665573642873,4.015911396743858,3.4265010520450394
43.00273602918967,22.728081050581213,6.83426882587577,5.0016219967205116,7.858121898740194
18.996149398565883,18.682326286099215,1.8196292064186532,4.003506544958151,4.279258161912051
37.0075298685246,23.78390933813029,6.6833280754664335,1.017434122188294,5.233315520325679
44.99028292718538,31.08500056998498,2.2214728091142915,7.986608382123643,5.908598441434462
24.009163647722488,19.12753321035556,5.135402552146953,0.9920783446250862,9.35610562562482
25.005291911452318,28.93956143669695,5.555103615933953,5.000759171432555,4.698047862516776
51.99356348104873,31.121571980678674,4.110784334979937,6.003723076017593,3.6391616178126913
30.9894285940752,25.356591496190813,2.438544392294562,6.016025312618605,5.230827227933665
34.000070064475395,34.95340438095037,1.693803705144382,5.016309866462707,3.7327317937487337
52.99814243364784,20.34396751938839,0.26176270268707597,2.9878833707793344,3.900175401723868
56.99485505367738,19.660532927977556,2.4205738104258137,4.994146220138636,7.0169541858251865
20.99713406235909,34.02046215782319,5.222166562241163,7.99779148659298,3.426313531696453
19.0059933908993,28.897248733677237,7.515979214858135,2.0079901180503765,3.2165161697549625
23.00052695778888,33.13739153717308,6.954970392888374,6.000179927572437,8.000898710293484
59.00446291492475,27.558467440482417,6.127147639678242,9.003391367728899,5.531529663887312
20.993664576235812,23.417967149777187,6.2975294931069135,7.988291145318821,3.877627444637113
45.99935576468133,36.03254816657586,5.319048458130097,7.98074902549338,4.775289396017958
35.0018276191859,35.58524186797212,2.0862206576072735,7.99072995020805,7.494605551466793
42.98839744431756,33.29464944162708,7.258082990623642,7.022098627951176,4.928755969985958
50.987490814333306,23.980560391224465,5.369204722357854,8.00926223085314,6.461647875842855
27.003945615786854,30.982416916295985,4.480101777037514,5.996148904199931,3.851867147086706
53.00672826331732,25.925383801854924,0.8855124554999007,2.030661926795562,7.1166554632381285
30.996356136321115,20.01417097664812,3.57138585888683,2.0070271453891975,5.212543786902849
47.99424633352781,38.190258323150346,3.675628201758374,7.988016492791124,7.388779041701015
32.00068453560694,21.012426952981613,6.916156590267166,0.9982087173823135,8.65876417612816
25.0110844337326,38.89178943985429,4.3693851234779455,6.0046118618133955,7.281524935729947
30.983997242414365,27.796096494418897,3.0243975235838962,5.983633909939613,5.0702329381651445
40.00544924127319,22.081581566169728,7.789441851577198,3.995946454005676,4.790205910838103
56.99828343011688,29.908276194165897,0.8785690038954298,2.9862448966119652,5.291946711134136
38.01017055555975,37.20226137519836,3.38563401912389,2.9919115436610677,4.152343592655534
33.005938245984424,34.10718131914007,0.3238505068565569,0.9992366386497077,4.268202955950141
